hero_names,power,present
Gamora,Dexterity,FALSE
Garbage Man,Dexterity,FALSE
Gary Bell,Dexterity,FALSE
General Zod,Dexterity,FALSE
Genesis,Dexterity,FALSE
Ghost Rider,Dexterity,FALSE
Ghost Rider II,Dexterity,FALSE
Giganta,Dexterity,FALSE
Gladiator,Dexterity,FALSE
Goblin Queen,Dexterity,FALSE
Godzilla,Dexterity,FALSE
Gog,Dexterity,FALSE
Goku,Dexterity,FALSE
Goliath IV,Dexterity,FALSE
Gorilla Grodd,Dexterity,FALSE
Granny Goodness,Dexterity,FALSE
Gravity,Dexterity,FALSE
Greedo,Dexterity,FALSE
Green Arrow,Dexterity,FALSE
Green Goblin,Dexterity,FALSE
Green Goblin II,Dexterity,FALSE
Green Goblin III,Dexterity,FALSE
Green Goblin IV,Dexterity,FALSE
Groot,Dexterity,FALSE
Guy Gardner,Dexterity,FALSE
Hal Jordan,Dexterity,FALSE
Han Solo,Dexterity,FALSE
Hancock,Dexterity,FALSE
Harley Quinn,Dexterity,FALSE
Harry Potter,Dexterity,FALSE
Havok,Dexterity,FALSE
Hawk,Dexterity,FALSE
Hawkeye,Dexterity,FALSE
Hawkeye II,Dexterity,FALSE
Hawkgirl,Dexterity,FALSE
Hawkman,Dexterity,FALSE
Heat Wave,Dexterity,FALSE
Hela,Dexterity,FALSE
Hellboy,Dexterity,FALSE
Hellcat,Dexterity,FALSE
Hellgramite,Dexterity,FALSE
Hellstorm,Dexterity,FALSE
Hercules,Dexterity,FALSE
Hiro Nakamura,Dexterity,FALSE
Hit-Girl,Dexterity,FALSE
Hobgoblin,Dexterity,FALSE
Hollow,Dexterity,FALSE
Hope Summers,Dexterity,FALSE
Hulk,Dexterity,FALSE
Human Torch,Dexterity,FALSE
Huntress,Dexterity,FALSE
Husk,Dexterity,FALSE
Hybrid,Dexterity,FALSE
Hydro-Man,Dexterity,FALSE
Hyperion,Dexterity,FALSE
Iceman,Dexterity,FALSE
Impulse,Dexterity,FALSE
Indiana Jones,Dexterity,FALSE
Indigo,Dexterity,FALSE
Ink,Dexterity,FALSE
Invisible Woman,Dexterity,FALSE
Iron Fist,Dexterity,FALSE
Iron Man,Dexterity,FALSE
Iron Monger,Dexterity,FALSE
Isis,Dexterity,FALSE
JJ Powell,Dexterity,FALSE
Jack of Hearts,Dexterity,FALSE
Jack-Jack,Dexterity,FALSE
James Bond,Dexterity,FALSE
James T. Kirk,Dexterity,FALSE
Jar Jar Binks,Dexterity,FALSE
Jason Bourne,Dexterity,FALSE
Jean Grey,Dexterity,FALSE
Jean-Luc Picard,Dexterity,FALSE
Jennifer Kale,Dexterity,FALSE
Jessica Cruz,Dexterity,FALSE
Jessica Jones,Dexterity,FALSE
Jim Powell,Dexterity,FALSE
Johann Krauss,Dexterity,FALSE
John Constantine,Dexterity,FALSE
John Stewart,Dexterity,FALSE
John Wraith,Dexterity,FALSE
Joker,Dexterity,FALSE
Jolt,Dexterity,FALSE
Jubilee,Dexterity,FALSE
Judge Dredd,Dexterity,FALSE
Juggernaut,Dexterity,FALSE
Junkpile,Dexterity,FALSE
Justice,Dexterity,FALSE
K-2SO,Dexterity,FALSE
Kang,Dexterity,FALSE
Karate Kid,Dexterity,FALSE
Kathryn Janeway,Dexterity,FALSE
Katniss Everdeen,Dexterity,FALSE
Kevin 11,Dexterity,FALSE
Kick-Ass,Dexterity,FALSE
Kid Flash,Dexterity,FALSE
Killer Croc,Dexterity,FALSE
Killer Frost,Dexterity,FALSE
Kilowog,Dexterity,FALSE
King Kong,Dexterity,FALSE
King Shark,Dexterity,FALSE
Klaw,Dexterity,FALSE
Kool-Aid Man,Dexterity,FALSE
Kraven II,Dexterity,FALSE
Kraven the Hunter,Dexterity,FALSE
Krypto,Dexterity,FALSE
Kyle Rayner,Dexterity,FALSE
Kylo Ren,Dexterity,FALSE
Lady Bullseye,Dexterity,FALSE
Lady Deathstrike,Dexterity,FALSE
Lara Croft,Dexterity,FALSE
Leader,Dexterity,FALSE
Leech,Dexterity,FALSE
Legion,Dexterity,FALSE
Leonardo,Dexterity,FALSE
Lex Luthor,Dexterity,FALSE
Light Lass,Dexterity,FALSE
Lightning Lad,Dexterity,FALSE
Lightning Lord,Dexterity,FALSE
Little Epic,Dexterity,FALSE
Living Brain,Dexterity,FALSE
Living Tribunal,Dexterity,FALSE
Liz Sherman,Dexterity,FALSE
Lizard,Dexterity,FALSE
Lobo,Dexterity,FALSE
Loki,Dexterity,FALSE
Longshot,Dexterity,FALSE
Lord Voldemort,Dexterity,FALSE
Luke Cage,Dexterity,FALSE
Luke Campbell,Dexterity,FALSE
Luke Skywalker,Dexterity,FALSE
Luna,Dexterity,FALSE
Lyja,Dexterity,FALSE
MODOK,Dexterity,FALSE
Mach-IV,Dexterity,FALSE
Machine Man,Dexterity,FALSE
Magneto,Dexterity,FALSE
Magog,Dexterity,FALSE
Magus,Dexterity,FALSE
Man of Miracles,Dexterity,FALSE
Man-Bat,Dexterity,FALSE
Man-Thing,Dexterity,FALSE
Man-Wolf,Dexterity,FALSE
Mandarin,Dexterity,FALSE
Mantis,Dexterity,FALSE
Martian Manhunter,Dexterity,FALSE
Marvel Girl,Dexterity,FALSE
Master Brood,Dexterity,FALSE
Master Chief,Dexterity,FALSE
Match,Dexterity,FALSE
Matt Parkman,Dexterity,FALSE
Maverick,Dexterity,FALSE
Maxima,Dexterity,FALSE
Maya Herrera,Dexterity,FALSE
Medusa,Dexterity,FALSE
Meltdown,Dexterity,FALSE
Mephisto,Dexterity,FALSE
Mera,Dexterity,FALSE
Metallo,Dexterity,FALSE
Metamorpho,Dexterity,FALSE
Metron,Dexterity,FALSE
Micah Sanders,Dexterity,FALSE
Michelangelo,Dexterity,FALSE
Micro Lad,Dexterity,FALSE
Mimic,Dexterity,FALSE
Minna Murray,Dexterity,FALSE
Misfit,Dexterity,FALSE
Miss Martian,Dexterity,FALSE
Mister Fantastic,Dexterity,FALSE
Mister Freeze,Dexterity,FALSE
Mister Knife,Dexterity,FALSE
Mister Mxyzptlk,Dexterity,FALSE
Mister Sinister,Dexterity,FALSE
Mockingbird,Dexterity,FALSE
Mohinder Suresh,Dexterity,FALSE
Molten Man,Dexterity,FALSE
Monarch,Dexterity,FALSE
Monica Dawson,Dexterity,FALSE
Moon Knight,Dexterity,FALSE
Moonstone,Dexterity,FALSE
Morlun,Dexterity,FALSE
Moses Magnum,Dexterity,FALSE
Mr Immortal,Dexterity,FALSE
Mr Incredible,Dexterity,FALSE
Ms Marvel II,Dexterity,FALSE
Multiple Man,Dexterity,FALSE
Mysterio,Dexterity,FALSE
Mystique,Dexterity,FALSE
Namor,Dexterity,FALSE
Namora,Dexterity,FALSE
Namorita,Dexterity,FALSE
Naruto Uzumaki,Dexterity,FALSE
Nathan Petrelli,Dexterity,FALSE
Nebula,Dexterity,FALSE
Negasonic Teenage Warhead,Dexterity,FALSE
Nick Fury,Dexterity,FALSE
Nightcrawler,Dexterity,FALSE
Nightwing,Dexterity,FALSE
Niki Sanders,Dexterity,FALSE
Nina Theroux,Dexterity,FALSE
Northstar,Dexterity,FALSE
Nova,Dexterity,FALSE
Odin,Dexterity,FALSE
Offspring,Dexterity,FALSE
Omniscient,Dexterity,FALSE
One Punch Man,Dexterity,FALSE
One-Above-All,Dexterity,FALSE
Onslaught,Dexterity,FALSE
Oracle,Dexterity,FALSE
Orion,Dexterity,FALSE
Osiris,Dexterity,FALSE
Overtkill,Dexterity,FALSE
Ozymandias,Dexterity,FALSE
Parademon,Dexterity,FALSE
Peek-a-Boo,Dexterity,FALSE
Penance II,Dexterity,FALSE
Penguin,Dexterity,FALSE
Peter Petrelli,Dexterity,FALSE
Phantom,Dexterity,FALSE
Phantom Girl,Dexterity,FALSE
Phoenix,Dexterity,FALSE
Plantman,Dexterity,FALSE
Plastic Man,Dexterity,FALSE
Plastique,Dexterity,FALSE
Poison Ivy,Dexterity,FALSE
Polaris,Dexterity,FALSE
Power Girl,Dexterity,FALSE
Predator,Dexterity,FALSE
Professor X,Dexterity,FALSE
Professor Zoom,Dexterity,FALSE
Proto-Goblin,Dexterity,FALSE
Psylocke,Dexterity,FALSE
Punisher,Dexterity,FALSE
Purple Man,Dexterity,FALSE
Pyro,Dexterity,FALSE
Q,Dexterity,FALSE
Quantum,Dexterity,FALSE
Queen Hippolyta,Dexterity,FALSE
Question,Dexterity,FALSE
Quicksilver,Dexterity,FALSE
Quill,Dexterity,FALSE
Ra's Al Ghul,Dexterity,FALSE
Rachel Pirzad,Dexterity,FALSE
Rambo,Dexterity,FALSE
Raphael,Dexterity,FALSE
Raven,Dexterity,FALSE
Ray,Dexterity,FALSE
Razor-Fist II,Dexterity,FALSE
Reactron,Dexterity,FALSE
Red Arrow,Dexterity,FALSE
Red Hood,Dexterity,FALSE
Red Hulk,Dexterity,FALSE
Red Mist,Dexterity,FALSE
Red Robin,Dexterity,FALSE
Red Skull,Dexterity,FALSE
Red Tornado,Dexterity,FALSE
Redeemer II,Dexterity,FALSE
Redeemer III,Dexterity,FALSE
Rey,Dexterity,FALSE
Rhino,Dexterity,FALSE
Rick Flag,Dexterity,FALSE
Riddler,Dexterity,FALSE
Rip Hunter,Dexterity,FALSE
Ripcord,Dexterity,FALSE
Robin,Dexterity,FALSE
Robin II,Dexterity,FALSE
Robin III,Dexterity,FALSE
Robin V,Dexterity,FALSE
Robin VI,Dexterity,FALSE
Rocket Raccoon,Dexterity,FALSE
Rogue,Dexterity,FALSE
Rorschach,Dexterity,FALSE
SHDB,Dexterity,FALSE
Sabretooth,Dexterity,FALSE
Sage,Dexterity,FALSE
Sandman,Dexterity,FALSE
Sasquatch,Dexterity,FALSE
Sauron,Dexterity,FALSE
Savage Dragon,Dexterity,FALSE
Scarecrow,Dexterity,FALSE
Scarlet Spider,Dexterity,FALSE
Scarlet Spider II,Dexterity,FALSE
Scarlet Witch,Dexterity,FALSE
Scorpia,Dexterity,FALSE
Scorpion,Dexterity,FALSE
Sebastian Shaw,Dexterity,FALSE
Sentry,Dexterity,FALSE
Shadow King,Dexterity,FALSE
Shadow Lass,Dexterity,FALSE
Shadowcat,Dexterity,FALSE
Shang-Chi,Dexterity,FALSE
Shatterstar,Dexterity,FALSE
She-Hulk,Dexterity,FALSE
She-Thing,Dexterity,FALSE
Shocker,Dexterity,FALSE
Shriek,Dexterity,FALSE
Sif,Dexterity,FALSE
Silk,Dexterity,FALSE
Silk Spectre,Dexterity,FALSE
Silk Spectre II,Dexterity,FALSE
Silver Surfer,Dexterity,FALSE
Silverclaw,Dexterity,FALSE
Simon Baz,Dexterity,FALSE
Sinestro,Dexterity,FALSE
Siren,Dexterity,FALSE
Siren II,Dexterity,FALSE
Siryn,Dexterity,FALSE
Skaar,Dexterity,FALSE
Snowbird,Dexterity,FALSE
Sobek,Dexterity,FALSE
Solomon Grundy,Dexterity,FALSE
Songbird,Dexterity,FALSE
Space Ghost,Dexterity,FALSE
Spawn,Dexterity,FALSE
Spectre,Dexterity,FALSE
Speedball,Dexterity,FALSE
Speedy,Dexterity,FALSE
Spider-Girl,Dexterity,TRUE
Spider-Gwen,Dexterity,FALSE
Spider-Man,Dexterity,FALSE
Spider-Woman,Dexterity,FALSE
Spider-Woman III,Dexterity,FALSE
Spider-Woman IV,Dexterity,FALSE
Spock,Dexterity,FALSE
Spyke,Dexterity,FALSE
Star-Lord,Dexterity,FALSE
Stardust,Dexterity,FALSE
Starfire,Dexterity,FALSE
Stargirl,Dexterity,FALSE
Static,Dexterity,FALSE
Steel,Dexterity,FALSE
Stephanie Powell,Dexterity,FALSE
Steppenwolf,Dexterity,FALSE
Storm,Dexterity,FALSE
Stormtrooper,Dexterity,FALSE
Stretch Armstrong,Dexterity,FALSE
Sunspot,Dexterity,FALSE
Superboy,Dexterity,FALSE
Superboy-Prime,Dexterity,FALSE
Supergirl,Dexterity,FALSE
Superman,Dexterity,FALSE
Swamp Thing,Dexterity,FALSE
Swarm,Dexterity,FALSE
Sylar,Dexterity,FALSE
Synch,Dexterity,FALSE
T-1000,Dexterity,FALSE
T-800,Dexterity,FALSE
T-850,Dexterity,FALSE
T-X,Dexterity,FALSE
TEST,Dexterity,FALSE
Taskmaster,Dexterity,FALSE
Tempest,Dexterity,FALSE
Thanos,Dexterity,FALSE
The Cape,Dexterity,FALSE
The Comedian,Dexterity,FALSE
Thing,Dexterity,FALSE
Thor,Dexterity,FALSE
Thor Girl,Dexterity,FALSE
Thunderbird,Dexterity,FALSE
Thunderbird III,Dexterity,FALSE
Thunderstrike,Dexterity,FALSE
Thundra,Dexterity,FALSE
Tiger Shark,Dexterity,FALSE
Tigra,Dexterity,FALSE
Tinkerer,Dexterity,FALSE
Titan,Dexterity,FALSE
Toad,Dexterity,FALSE
Tommy Clarke,Dexterity,FALSE
Toxin,Dexterity,FALSE
Tracy Strauss,Dexterity,FALSE
Trickster,Dexterity,FALSE
Trigon,Dexterity,FALSE
Triplicate Girl,Dexterity,FALSE
Triton,Dexterity,FALSE
Tyrant,Dexterity,FALSE
Ultragirl,Dexterity,FALSE
Ultron,Dexterity,FALSE
Utgard-Loki,Dexterity,FALSE
Valerie Hart,Dexterity,FALSE
Valkyrie,Dexterity,FALSE
Vanisher,Dexterity,FALSE
Vegeta,Dexterity,FALSE
Venom,Dexterity,FALSE
Venom II,Dexterity,FALSE
Venom III,Dexterity,FALSE
Venompool,Dexterity,FALSE
Vertigo II,Dexterity,FALSE
Vibe,Dexterity,FALSE
Vindicator,Dexterity,FALSE
Violator,Dexterity,FALSE
Violet Parr,Dexterity,FALSE
Vision,Dexterity,FALSE
Vixen,Dexterity,FALSE
Vulture,Dexterity,FALSE
Walrus,Dexterity,FALSE
War Machine,Dexterity,FALSE
Warlock,Dexterity,FALSE
Warp,Dexterity,FALSE
Warpath,Dexterity,FALSE
Wasp,Dexterity,FALSE
Watcher,Dexterity,FALSE
Weapon XI,Dexterity,FALSE
White Canary,Dexterity,FALSE
Wildfire,Dexterity,FALSE
Winter Soldier,Dexterity,FALSE
Wolfsbane,Dexterity,FALSE
Wolverine,Dexterity,FALSE
Wonder Girl,Dexterity,FALSE
Wonder Man,Dexterity,FALSE
Wonder Woman,Dexterity,FALSE
X-23,Dexterity,FALSE
X-Man,Dexterity,FALSE
Yellowjacket,Dexterity,FALSE
Yellowjacket II,Dexterity,FALSE
Ymir,Dexterity,FALSE
Yoda,Dexterity,FALSE
Zatanna,Dexterity,FALSE
Zoom,Dexterity,FALSE
3-D Man,Omnitrix,FALSE
A-Bomb,Omnitrix,FALSE
Abe Sapien,Omnitrix,FALSE
Abin Sur,Omnitrix,FALSE
Abomination,Omnitrix,FALSE
Abraxas,Omnitrix,FALSE
Absorbing Man,Omnitrix,FALSE
Adam Monroe,Omnitrix,FALSE
Adam Strange,Omnitrix,FALSE
Agent Bob,Omnitrix,FALSE
Agent Zero,Omnitrix,FALSE
Air-Walker,Omnitrix,FALSE
Ajax,Omnitrix,FALSE
Alan Scott,Omnitrix,FALSE
Alex Mercer,Omnitrix,FALSE
Alex Woolsly,Omnitrix,FALSE
Alien,Omnitrix,FALSE
Allan Quatermain,Omnitrix,FALSE
Amazo,Omnitrix,FALSE
Ammo,Omnitrix,FALSE
Ando Masahashi,Omnitrix,FALSE
Angel,Omnitrix,FALSE
Angel Dust,Omnitrix,FALSE
Angel Salvadore,Omnitrix,FALSE
Angela,Omnitrix,FALSE
Animal Man,Omnitrix,FALSE
Annihilus,Omnitrix,FALSE
Ant-Man,Omnitrix,FALSE
Ant-Man II,Omnitrix,FALSE
Anti-Monitor,Omnitrix,FALSE
Anti-Spawn,Omnitrix,FALSE
Anti-Venom,Omnitrix,FALSE
Apocalypse,Omnitrix,FALSE
Aquababy,Omnitrix,FALSE
Aqualad,Omnitrix,FALSE
Aquaman,Omnitrix,FALSE
Arachne,Omnitrix,FALSE
Archangel,Omnitrix,FALSE
Arclight,Omnitrix,FALSE
Ardina,Omnitrix,FALSE
Ares,Omnitrix,FALSE
Ariel,Omnitrix,FALSE
Armor,Omnitrix,FALSE
Astro Boy,Omnitrix,FALSE
Atlas,Omnitrix,FALSE
Atom,Omnitrix,FALSE
Atom Girl,Omnitrix,FALSE
Atom II,Omnitrix,FALSE
Atom III,Omnitrix,FALSE
Atom IV,Omnitrix,FALSE
Aurora,Omnitrix,FALSE
Azazel,Omnitrix,FALSE
Azrael,Omnitrix,FALSE
Aztar,Omnitrix,FALSE
Bananaman,Omnitrix,FALSE
Bane,Omnitrix,FALSE
Banshee,Omnitrix,FALSE
Bantam,Omnitrix,FALSE
Batgirl,Omnitrix,FALSE
Batgirl IV,Omnitrix,FALSE
Batgirl VI,Omnitrix,FALSE
Batman,Omnitrix,FALSE
Batman II,Omnitrix,FALSE
Battlestar,Omnitrix,FALSE
Batwoman V,Omnitrix,FALSE
Beak,Omnitrix,FALSE
Beast,Omnitrix,FALSE
Beast Boy,Omnitrix,FALSE
Ben 10,Omnitrix,TRUE
Beta Ray Bill,Omnitrix,FALSE
Beyonder,Omnitrix,FALSE
Big Barda,Omnitrix,FALSE
Big Daddy,Omnitrix,FALSE
Big Man,Omnitrix,FALSE
Bill Harken,Omnitrix,FALSE
Billy Kincaid,Omnitrix,FALSE
Binary,Omnitrix,FALSE
Bionic Woman,Omnitrix,FALSE
Bird-Brain,Omnitrix,FALSE
Bird-Man,Omnitrix,FALSE
Bird-Man II,Omnitrix,FALSE
Birdman,Omnitrix,FALSE
Bishop,Omnitrix,FALSE
Bizarro,Omnitrix,FALSE
Bizarro-Girl,Omnitrix,FALSE
Black Abbott,Omnitrix,FALSE
Black Adam,Omnitrix,FALSE
Black Bolt,Omnitrix,FALSE
Black Canary,Omnitrix,FALSE
Black Cat,Omnitrix,FALSE
Black Flash,Omnitrix,FALSE
Black Knight III,Omnitrix,FALSE
Black Lightning,Omnitrix,FALSE
Black Mamba,Omnitrix,FALSE
Black Manta,Omnitrix,FALSE
Black Panther,Omnitrix,FALSE
Black Vulcan,Omnitrix,FALSE
Black Widow,Omnitrix,FALSE
Blackout,Omnitrix,FALSE
Blackwing,Omnitrix,FALSE
Blackwulf,Omnitrix,FALSE
Blade,Omnitrix,FALSE
Bling!,Omnitrix,FALSE
Blink,Omnitrix,FALSE
Blizzard,Omnitrix,FALSE
Blizzard II,Omnitrix,FALSE
Blob,Omnitrix,FALSE
Bloodaxe,Omnitrix,FALSE
Bloodhawk,Omnitrix,FALSE
Bloodwraith,Omnitrix,FALSE
Blue Beetle,Omnitrix,FALSE
Blue Beetle II,Omnitrix,FALSE
Blue Beetle III,Omnitrix,FALSE
Blue Streak,Omnitrix,FALSE
Boba Fett,Omnitrix,FALSE
Bomb Queen,Omnitrix,FALSE
Boom-Boom,Omnitrix,FALSE
Booster Gold,Omnitrix,FALSE
Box IV,Omnitrix,FALSE
Bradley,Omnitrix,FALSE
Brainiac,Omnitrix,FALSE
Brainiac 5,Omnitrix,FALSE
Brother Voodoo,Omnitrix,FALSE
Brundlefly,Omnitrix,FALSE
Buffy,Omnitrix,FALSE
Bullseye,Omnitrix,FALSE
Bumblebee,Omnitrix,FALSE
Bumbleboy,Omnitrix,FALSE
Bushido,Omnitrix,FALSE
Cable,Omnitrix,FALSE
Callisto,Omnitrix,FALSE
Cameron Hicks,Omnitrix,FALSE
Cannonball,Omnitrix,FALSE
Captain America,Omnitrix,FALSE
Captain Atom,Omnitrix,FALSE
Captain Britain,Omnitrix,FALSE
Captain Cold,Omnitrix,FALSE
Captain Epic,Omnitrix,FALSE
Captain Hindsight,Omnitrix,FALSE
Captain Marvel,Omnitrix,FALSE
Captain Marvel II,Omnitrix,FALSE
Captain Midnight,Omnitrix,FALSE
Captain Planet,Omnitrix,FALSE
Captain Universe,Omnitrix,FALSE
Carnage,Omnitrix,FALSE
Cat,Omnitrix,FALSE
Catwoman,Omnitrix,FALSE
Century,Omnitrix,FALSE
Cerebra,Omnitrix,FALSE
Chamber,Omnitrix,FALSE
Chameleon,Omnitrix,FALSE
Changeling,Omnitrix,FALSE
Cheetah,Omnitrix,FALSE
Cheetah II,Omnitrix,FALSE
Cheetah III,Omnitrix,FALSE
Chromos,Omnitrix,FALSE
Chuck Norris,Omnitrix,FALSE
Citizen Steel,Omnitrix,FALSE
Claire Bennet,Omnitrix,FALSE
Clayface,Omnitrix,FALSE
Cloak,Omnitrix,FALSE
Cogliostro,Omnitrix,FALSE
Colossus,Omnitrix,FALSE
Concrete,Omnitrix,FALSE
Copycat,Omnitrix,FALSE
Cottonmouth,Omnitrix,FALSE
Crimson Crusader,Omnitrix,FALSE
Crimson Dynamo,Omnitrix,FALSE
Crystal,Omnitrix,FALSE
Curse,Omnitrix,FALSE
Cy-Gor,Omnitrix,FALSE
Cyborg,Omnitrix,FALSE
Cyborg Superman,Omnitrix,FALSE
Cyclops,Omnitrix,FALSE
DL Hawkins,Omnitrix,FALSE
Dagger,Omnitrix,FALSE
Daphne Powell,Omnitrix,FALSE
Daredevil,Omnitrix,FALSE
Darkhawk,Omnitrix,FALSE
Darkman,Omnitrix,FALSE
Darkseid,Omnitrix,FALSE
Darkstar,Omnitrix,FALSE
Darth Maul,Omnitrix,FALSE
Darth Vader,Omnitrix,FALSE
Dash,Omnitrix,FALSE
Data,Omnitrix,FALSE
Dazzler,Omnitrix,FALSE
Deadman,Omnitrix,FALSE
Deadpool,Omnitrix,FALSE
Deadshot,Omnitrix,FALSE
Deathlok,Omnitrix,FALSE
Deathstroke,Omnitrix,FALSE
Dementor,Omnitrix,FALSE
Demogoblin,Omnitrix,FALSE
Destroyer,Omnitrix,FALSE
Diamondback,Omnitrix,FALSE
Doc Samson,Omnitrix,FALSE
Doctor Doom,Omnitrix,FALSE
Doctor Doom II,Omnitrix,FALSE
Doctor Fate,Omnitrix,FALSE
Doctor Octopus,Omnitrix,FALSE
Doctor Poison,Omnitrix,FALSE
Doctor Strange,Omnitrix,FALSE
Domino,Omnitrix,FALSE
Donatello,Omnitrix,FALSE
Donna Troy,Omnitrix,FALSE
Doomsday,Omnitrix,FALSE
Doppelganger,Omnitrix,FALSE
Dormammu,Omnitrix,FALSE
Dr Manhattan,Omnitrix,FALSE
Drax the Destroyer,Omnitrix,FALSE
Ego,Omnitrix,FALSE
Elastigirl,Omnitrix,FALSE
Electro,Omnitrix,FALSE
Elektra,Omnitrix,FALSE
Elle Bishop,Omnitrix,FALSE
Elongated Man,Omnitrix,FALSE
Emma Frost,Omnitrix,FALSE
Enchantress,Omnitrix,FALSE
Energy,Omnitrix,FALSE
Ethan Hunt,Omnitrix,FALSE
Etrigan,Omnitrix,FALSE
Evil Deadpool,Omnitrix,FALSE
Evilhawk,Omnitrix,FALSE
Exodus,Omnitrix,FALSE
Fabian Cortez,Omnitrix,FALSE
Falcon,Omnitrix,FALSE
Fallen One II,Omnitrix,FALSE
Faora,Omnitrix,FALSE
Feral,Omnitrix,FALSE
Fighting Spirit,Omnitrix,FALSE
Fin Fang Foom,Omnitrix,FALSE
Fire,Omnitrix,FALSE
Firebird,Omnitrix,FALSE
Firelord,Omnitrix,FALSE
Firestar,Omnitrix,FALSE
Firestorm,Omnitrix,FALSE
Flash,Omnitrix,FALSE
Flash Gordon,Omnitrix,FALSE
Flash II,Omnitrix,FALSE
Flash III,Omnitrix,FALSE
Flash IV,Omnitrix,FALSE
Forge,Omnitrix,FALSE
Franklin Richards,Omnitrix,FALSE
Frenzy,Omnitrix,FALSE
Frigga,Omnitrix,FALSE
Galactus,Omnitrix,FALSE
Gambit,Omnitrix,FALSE
Gamora,Omnitrix,FALSE
Garbage Man,Omnitrix,FALSE
Gary Bell,Omnitrix,FALSE
General Zod,Omnitrix,FALSE
Genesis,Omnitrix,FALSE
Ghost Rider,Omnitrix,FALSE
Ghost Rider II,Omnitrix,FALSE
Giganta,Omnitrix,FALSE
Gladiator,Omnitrix,FALSE
Goblin Queen,Omnitrix,FALSE
Godzilla,Omnitrix,FALSE
Gog,Omnitrix,FALSE
Goku,Omnitrix,FALSE
Goliath IV,Omnitrix,FALSE
Gorilla Grodd,Omnitrix,FALSE
Granny Goodness,Omnitrix,FALSE
Gravity,Omnitrix,FALSE
Greedo,Omnitrix,FALSE
Green Arrow,Omnitrix,FALSE
Green Goblin,Omnitrix,FALSE
Green Goblin II,Omnitrix,FALSE
Green Goblin III,Omnitrix,FALSE
Green Goblin IV,Omnitrix,FALSE
Groot,Omnitrix,FALSE
Guy Gardner,Omnitrix,FALSE
Hal Jordan,Omnitrix,FALSE
Han Solo,Omnitrix,FALSE
Hancock,Omnitrix,FALSE
Harley Quinn,Omnitrix,FALSE
Harry Potter,Omnitrix,FALSE
Havok,Omnitrix,FALSE
Hawk,Omnitrix,FALSE
Hawkeye,Omnitrix,FALSE
Hawkeye II,Omnitrix,FALSE
Hawkgirl,Omnitrix,FALSE
Hawkman,Omnitrix,FALSE
Heat Wave,Omnitrix,FALSE
Hela,Omnitrix,FALSE
Hellboy,Omnitrix,FALSE
Hellcat,Omnitrix,FALSE
Hellgramite,Omnitrix,FALSE
Hellstorm,Omnitrix,FALSE
Hercules,Omnitrix,FALSE
Hiro Nakamura,Omnitrix,FALSE
Hit-Girl,Omnitrix,FALSE
Hobgoblin,Omnitrix,FALSE
Hollow,Omnitrix,FALSE
Hope Summers,Omnitrix,FALSE
Hulk,Omnitrix,FALSE
Human Torch,Omnitrix,FALSE
Huntress,Omnitrix,FALSE
Husk,Omnitrix,FALSE
Hybrid,Omnitrix,FALSE
Hydro-Man,Omnitrix,FALSE
Hyperion,Omnitrix,FALSE
Iceman,Omnitrix,FALSE
Impulse,Omnitrix,FALSE
Indiana Jones,Omnitrix,FALSE
Indigo,Omnitrix,FALSE
Ink,Omnitrix,FALSE
Invisible Woman,Omnitrix,FALSE
Iron Fist,Omnitrix,FALSE
Iron Man,Omnitrix,FALSE
Iron Monger,Omnitrix,FALSE
Isis,Omnitrix,FALSE
JJ Powell,Omnitrix,FALSE
Jack of Hearts,Omnitrix,FALSE
Jack-Jack,Omnitrix,FALSE
James Bond,Omnitrix,FALSE
James T. Kirk,Omnitrix,FALSE
Jar Jar Binks,Omnitrix,FALSE
Jason Bourne,Omnitrix,FALSE
Jean Grey,Omnitrix,FALSE
Jean-Luc Picard,Omnitrix,FALSE
Jennifer Kale,Omnitrix,FALSE
Jessica Cruz,Omnitrix,FALSE
Jessica Jones,Omnitrix,FALSE
Jim Powell,Omnitrix,FALSE
Johann Krauss,Omnitrix,FALSE
John Constantine,Omnitrix,FALSE
John Stewart,Omnitrix,FALSE
John Wraith,Omnitrix,FALSE
Joker,Omnitrix,FALSE
Jolt,Omnitrix,FALSE
Jubilee,Omnitrix,FALSE
Judge Dredd,Omnitrix,FALSE
Juggernaut,Omnitrix,FALSE
Junkpile,Omnitrix,FALSE
Justice,Omnitrix,FALSE
K-2SO,Omnitrix,FALSE
Kang,Omnitrix,FALSE
Karate Kid,Omnitrix,FALSE
Kathryn Janeway,Omnitrix,FALSE
Katniss Everdeen,Omnitrix,FALSE
Kevin 11,Omnitrix,FALSE
Kick-Ass,Omnitrix,FALSE
Kid Flash,Omnitrix,FALSE
Killer Croc,Omnitrix,FALSE
Killer Frost,Omnitrix,FALSE
Kilowog,Omnitrix,FALSE
King Kong,Omnitrix,FALSE
King Shark,Omnitrix,FALSE
Klaw,Omnitrix,FALSE
Kool-Aid Man,Omnitrix,FALSE
Kraven II,Omnitrix,FALSE
Kraven the Hunter,Omnitrix,FALSE
Krypto,Omnitrix,FALSE
Kyle Rayner,Omnitrix,FALSE
Kylo Ren,Omnitrix,FALSE
Lady Bullseye,Omnitrix,FALSE
Lady Deathstrike,Omnitrix,FALSE
Lara Croft,Omnitrix,FALSE
Leader,Omnitrix,FALSE
Leech,Omnitrix,FALSE
Legion,Omnitrix,FALSE
